interest,topic,difficulty,learning_step_order,learning_step,description,domain_id
Cybersecurity,SOC Operations,Foundational,20,SOC Operations,"Master SOC Operations to build robust, industry-level Cybersecurity projects. This module covers advanced techniques and real-world deployment strategies. Level 1 specialization.",4
Cybersecurity,Deep Dive: Pentesting Methodologies,Foundational,21,Deep Dive: Pentesting Methodologies,"Master Pentesting Methodologies to build robust, industry-level Cybersecurity projects. This module covers advanced techniques and real-world deployment strategies. Level 2 specialization.",4
Cybersecurity,Deep Dive: Malware Analysis,Foundational,22,Deep Dive: Malware Analysis,"Master Malware Analysis to build robust, industry-level Cybersecurity projects. This module covers advanced techniques and real-world deployment strategies. Level 2 specialization.",4
Cybersecurity,Deep Dive: Forensics Basics,Foundational,23,Deep Dive: Forensics Basics,"Master Forensics Basics to build robust, industry-level Cybersecurity projects. This module covers advanced techniques and real-world deployment strategies. Level 2 specialization.",4
Cybersecurity,Deep Dive: Kernel Exploitation,Foundational,24,Deep Dive: Kernel Exploitation,"Master Kernel Exploitation to build robust, industry-level Cybersecurity projects. This module covers advanced techniques and real-world deployment strategies. Level 2 specialization.",4
Cybersecurity,Deep Dive: Wireless Security,Foundational,25,Deep Dive: Wireless Security,"Master Wireless Security to build robust, industry-level Cybersecurity projects. This module covers advanced techniques and real-world deployment strategies. Level 2 specialization.",4
Cybersecurity,Deep Dive: Active Directory Hacking,Foundational,26,Deep Dive: Active Directory Hacking,"Master Active Directory Hacking to build robust, industry-level Cybersecurity projects. This module covers advanced techniques and real-world deployment strategies. Level 2 specialization.",4
Cybersecurity,Deep Dive: Bug Bounty Hunting,Foundational,27,Deep Dive: Bug Bounty Hunting,"Master Bug Bounty Hunting to build robust, industry-level Cybersecurity projects. This module covers advanced techniques and real-world deployment strategies. Level 2 specialization.",4
Cybersecurity,Deep Dive: Cloud Threat Modeling,Foundational,28,Deep Dive: Cloud Threat Modeling,"Master Cloud Threat Modeling to build robust, industry-level Cybersecurity projects. This module covers advanced techniques and real-world deployment strategies. Level 2 specialization.",4
Cybersecurity,Deep Dive: Zero Trust Architecture,Foundational,29,Deep Dive: Zero Trust Architecture,"Master Zero Trust Architecture to build robust, industry-level Cybersecurity projects. This module covers advanced techniques and real-world deployment strategies. Level 2 specialization.",4
Cybersecurity,Deep Dive: SOC Operations,Foundational,30,Deep Dive: SOC Operations,"Master SOC Operations to build robust, industry-level Cybersecurity projects. This module covers advanced techniques and real-world deployment strategies. Level 2 specialization.",4
Cybersecurity,Expert Pentesting Methodologies Patterns,Foundational,31,Expert Pentesting Methodologies Patterns,"Master Pentesting Methodologies to build robust, industry-level Cybersecurity projects. This module covers advanced techniques and real-world deployment strategies. Level 3 specialization.",4
Cybersecurity,Expert Malware Analysis Patterns,Foundational,32,Expert Malware Analysis Patterns,"Master Malware Analysis to build robust, industry-level Cybersecurity projects. This module covers advanced techniques and real-world deployment strategies. Level 3 specialization.",4
Cybersecurity,Expert Forensics Basics Patterns,Foundational,33,Expert Forensics Basics Patterns,"Master Forensics Basics to build robust, industry-level Cybersecurity projects. This module covers advanced techniques and real-world deployment strategies. Level 3 specialization.",4
Cybersecurity,Expert Kernel Exploitation Patterns,Foundational,34,Expert Kernel Exploitation Patterns,"Master Kernel Exploitation to build robust, industry-level Cybersecurity projects. This module covers advanced techniques and real-world deployment strategies. Level 3 specialization.",4
Cybersecurity,Expert Wireless Security Patterns,Foundational,35,Expert Wireless Security Patterns,"Master Wireless Security to build robust, industry-level Cybersecurity projects. This module covers advanced techniques and real-world deployment strategies. Level 3 specialization.",4
Cybersecurity,Expert Active Directory Hacking Patterns,Intermediate,36,Expert Active Directory Hacking Patterns,"Master Active Directory Hacking to build robust, industry-level Cybersecurity projects. This module covers advanced techniques and real-world deployment strategies. Level 3 specialization.",4
Cybersecurity,Expert Bug Bounty Hunting Patterns,Intermediate,37,Expert Bug Bounty Hunting Patterns,"Master Bug Bounty Hunting to build robust, industry-level Cybersecurity projects. This module covers advanced techniques and real-world deployment strategies. Level 3 specialization.",4
Cybersecurity,Expert Cloud Threat Modeling Patterns,Intermediate,38,Expert Cloud Threat Modeling Patterns,"Master Cloud Threat Modeling to build robust, industry-level Cybersecurity projects. This module covers advanced techniques and real-world deployment strategies. Level 3 specialization.",4
Cybersecurity,Expert Zero Trust Architecture Patterns,Intermediate,39,Expert Zero Trust Architecture Patterns,"Master Zero Trust Architecture to build robust, industry-level Cybersecurity projects. This module covers advanced techniques and real-world deployment strategies. Level 3 specialization.",4
Cybersecurity,Expert SOC Operations Patterns,Intermediate,40,Expert SOC Operations Patterns,"Master SOC Operations to build robust, industry-level Cybersecurity projects. This module covers advanced techniques and real-world deployment strategies. Level 3 specialization.",4
Cybersecurity,Advanced Pentesting Methodologies Implementation,Intermediate,41,Advanced Pentesting Methodologies Implementation,"Master Pentesting Methodologies to build robust, industry-level Cybersecurity projects. This module covers advanced techniques and real-world deployment strategies. Level 4 specialization.",4
Cybersecurity,Advanced Malware Analysis Implementation,Intermediate,42,Advanced Malware Analysis Implementation,"Master Malware Analysis to build robust, industry-level Cybersecurity projects. This module covers advanced techniques and real-world deployment strategies. Level 4 specialization.",4
Cybersecurity,Advanced Forensics Basics Implementation,Intermediate,43,Advanced Forensics Basics Implementation,"Master Forensics Basics to build robust, industry-level Cybersecurity projects. This module covers advanced techniques and real-world deployment strategies. Level 4 specialization.",4
Cybersecurity,Advanced Kernel Exploitation Implementation,Intermediate,44,Advanced Kernel Exploitation Implementation,"Master Kernel Exploitation to build robust, industry-level Cybersecurity projects. This module covers advanced techniques and real-world deployment strategies. Level 4 specialization.",4
Cybersecurity,Advanced Wireless Security Implementation,Intermediate,45,Advanced Wireless Security Implementation,"Master Wireless Security to build robust, industry-level Cybersecurity projects. This module covers advanced techniques and real-world deployment strategies. Level 4 specialization.",4
Cybersecurity,Advanced Active Directory Hacking Implementation,Intermediate,46,Advanced Active Directory Hacking Implementation,"Master Active Directory Hacking to build robust, industry-level Cybersecurity projects. This module covers advanced techniques and real-world deployment strategies. Level 4 specialization.",4
Cybersecurity,Advanced Bug Bounty Hunting Implementation,Intermediate,47,Advanced Bug Bounty Hunting Implementation,"Master Bug Bounty Hunting to build robust, industry-level Cybersecurity projects. This module covers advanced techniques and real-world deployment strategies. Level 4 specialization.",4
Cybersecurity,Advanced Cloud Threat Modeling Implementation,Intermediate,48,Advanced Cloud Threat Modeling Implementation,"Master Cloud Threat Modeling to build robust, industry-level Cybersecurity projects. This module covers advanced techniques and real-world deployment strategies. Level 4 specialization.",4
Cybersecurity,Advanced Zero Trust Architecture Implementation,Intermediate,49,Advanced Zero Trust Architecture Implementation,"Master Zero Trust Architecture to build robust, industry-level Cybersecurity projects. This module covers advanced techniques and real-world deployment strategies. Level 4 specialization.",4
